id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	25323	Tanya Smith	2	Adult	Feeding	2010	1	27		Pair	South Africa	Eastern Cape	Jolshoek	50m to the West	-31.03442	28.28078	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25324	Tanya Smith	17	Adult	Flying	2010	1	27		Flock (single species)	South Africa	Eastern Cape	Jolshoek	500m to the North	-30.99056	28.23939	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25325	Tanya Smith	2	Adult	Feeding	2010	1	27		Pair	South Africa	Eastern Cape	Jolshoek	300m to the South	-30.98739	28.23342	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25326	Tanya Smith	2	Adult	Feeding	2010	1	27		Pair	South Africa	Eastern Cape	Jolshoek	200m to the South	-31.02611	28.26653	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25327	Tanya Smith	1	Adult	Feeding	2010	1	27		Single	South Africa	Eastern Cape	Killarny	300m to the North	-31.01933	28.25569	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25328	Tanya Smith	1	Adult	Unknown	2010	1	30		Single	South Africa	Eastern Cape	Oransay	600m to the SouthEast	-31.26103	27.80214	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25329	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Corrievrechen	200m to the East	-31.28347	27.82853	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25330	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Elliot water works	300m to the East	-31.35358	27.85258	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25331	Tanya Smith	18	Adult	Feeding	2010	1	30		Flock (single species)	South Africa	Eastern Cape	Unknown	301m to the East	-31.36011	27.85533	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25332	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Unknown	800m to the East	-31.36494	27.85642	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25333	Tanya Smith	1	Adult	Feeding	2010	1	30		Single	South Africa	Eastern Cape	Unknown	300m to the SouthEast	-31.36494	27.85642	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25334	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Unknown	200m to the NorthEast	-31.37553	27.85733	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25335	Tanya Smith	1	Adult	Feeding	2010	1	30		Single	South Africa	Eastern Cape	Hartebeestpoort	400m to the West	-31.38222	27.85356	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25336	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Unknown	300m to the West	-31.38986	27.85181	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25337	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Navar	600m to the South	-31.38006	27.80306	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25338	Tanya Smith	1	Adult	Breeding	2010	1	30		Single	South Africa	Eastern Cape	Crossmaloof	150m to the North	-31.37675	27.76411	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25339	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Crossmaloof	300m to the North	-31.35842	27.71803	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	25340	Tanya Smith	2	Adult	Feeding	2010	1	30		Pair	South Africa	Eastern Cape	Tsomo valley	200m to the South	-31.29472	27.70017	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25341	Tanya Smith	2	Adult	Feeding	2010	2	3		Pair	South Africa	Eastern Cape	Unknown	100m to the West	-31.25319	28.21711	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25342	Tanya Smith	2	Adult	Feeding	2010	2	3		Pair	South Africa	Eastern Cape	Unknown	300m to the West	-31.25319	28.21711	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25343	Tanya Smith	2	Adult	Feeding	2010	2	3	Possible chicks	Pair	South Africa	Eastern Cape	Mooilaagte	800m to the NorthWest	-31.26319	28.21278	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25344	Tanya Smith	2	Adult	Feeding	2010	2	3		Pair	South Africa	Eastern Cape	Unknown	200m to the West	-31.26633	28.21244	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25345	Tanya Smith	1	Adult	Feeding	2010	2	3		Single	South Africa	Eastern Cape	Orbany	800m to the SouthEast	-31.27600	28.21094	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25346	Tanya Smith	4	2 Adults, 2 Juveniles	Feeding	2010	2	14		Family group	South Africa	Eastern Cape	Molteno	200m to the South	-31.29133	26.18281	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	25347	Tanya Smith	4	2 Adults, 2 Juveniles	Feeding	2010	2	14		Family group	South Africa	Eastern Cape	Molteno	300m to the North	-31.36378	26.76356	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	25348	Tanya Smith	2	Adult	Roosting	2010	2	16		Pair	South Africa	Eastern Cape	Gatberg	100m to the SouthWest	-31.27211	28.11981	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25349	Tanya Smith	2	Adult	Feeding	2010	2	16		Pair	South Africa	Eastern Cape	Gatberg	200m to the North	-31.26056	28.07600	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25350	Tanya Smith	2	Adult	Feeding	2010	2	16		Pair	South Africa	Eastern Cape	Gatberg	300m to the West	-31.24292	28.11117	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25351	Tanya Smith	2	Adult	Feeding	2010	2	16		Pair	South Africa	Eastern Cape	Gatberg	100m to the East	-31.24742	28.15653	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25352	Tanya Smith	4	2 Adults, 2 Juveniles	Feeding	2010	2	23		Family group	South Africa	Eastern Cape	Crossmaloof	100m to the South	-31.38083	27.77008	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	25353	Phil Whittington	5	Adult	Feeding	2009	12	17		Flock (single species)	South Africa	Eastern Cape	Elliot water works	200m to the East	-31.02292	27.02019	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25354	Phil Whittington	2	Adult	Feeding	2009	12	17		Pair	South Africa	Eastern Cape	Elliot	150m to the East	-31.02739	27.05347	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25355	Phil Whittington	1	Adult	Feeding	2009	12	18		Single	South Africa	Eastern Cape	Oransay	100m to the North	-31.09406	27.15506	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25356	Phil Whittington	2	Adult	Feeding	2009	12	18		Pair	South Africa	Eastern Cape	Athol	100m to the North	-31.15933	27.06889	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25357	Phil Whittington	2	Adult	Feeding	2009	12	18		Pair	South Africa	Eastern Cape	Cullenswood	50m to the East	-31.14350	27.05908	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25358	Phil Whittington	1	Adult	Feeding	2009	12	19		Single	South Africa	Eastern Cape	Offa	50m to the North	-31.13550	27.11261	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25359	Phil Whittington	2	Adult	Feeding	2009	12	19		Pair	South Africa	Eastern Cape	Unknown	50m to the East	-31.03506	27.05644	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25360	Phil Whittington	1	Adult	Feeding	2009	12	19		Single	South Africa	Eastern Cape	Ryno	500m to the North	-31.05022	27.08528	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25361	Phil Whittington	2	Adult	Feeding	2009	12	19		Pair	South Africa	Eastern Cape	Unknown	500m to the West	-31.07194	27.12564	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25362	Phil Whittington	1	Adult	Feeding	2009	12	19		Single	South Africa	Eastern Cape	Lunga	200m to the North	-31.04008	28.00069	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25363	Phil Whittington	2	Adult	Feeding	2009	12	19		Pair	South Africa	Eastern Cape	Bustard Vale	50m to the West	-31.10431	28.12003	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25364	Phil Whittington	1	Adult	Feeding	2009	12	20		Single	South Africa	Eastern Cape	Gatberg	400m to the South	-31.05108	28.15069	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25365	Phil Whittington	103	Adult	Feeding	2009	12	20		Flock (single species)	South Africa	Eastern Cape	Gatberg	800m to the SouthWest	-31.24347	28.11153	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25366	Phil Whittington	3	2 Adults, 1 Juvenile	Feeding	2009	12	20		Family group	South Africa	Eastern Cape	Gatberg	400m to the SouthWest	-31.24347	28.11153	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	25367	Phil Whittington	2	Adult	Feeding	2009	12	20		Pair	South Africa	Eastern Cape	Odairn	400m to the East	-31.08608	28.05508	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25368	Phil Whittington	1	Adult	Feeding	2009	12	20		Single	South Africa	Eastern Cape	Odairn	20m to the East	-31.09311	28.04839	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25369	Phil Whittington	2	Adult	Feeding	2009	12	20		Pair	South Africa	Eastern Cape	Odairn		-31.09864	28.05189	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25370	Phil Whittington	1	Adult	Feeding	2009	12	20		Single	South Africa	Eastern Cape	Odairn		-31.10289	28.06175	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25371	Phil Whittington	2	Adult	Feeding	2009	12	20		Pair	South Africa	Eastern Cape	Odairn	100m to the East	-31.10133	28.03689	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25372	Phil Whittington	2	Adult	Flying	2009	12	20		Pair	South Africa	Eastern Cape	Unknown		-31.13967	28.10322	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25373	Phil Whittington	1	Adult	Feeding	2009	12	20		Single	South Africa	Eastern Cape	Unknown	50m to the East	-31.08597	28.12544	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25374	Phil Whittington	8	Adult	Feeding	2009	12	21		Flock (single species)	South Africa	Eastern Cape	Bulmoral	40m to the North	-31.12331	28.06400	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25375	Phil Whittington	10	Adult	Feeding	2009	12	21		Flock (single species)	South Africa	Eastern Cape	Preston park		-31.12331	28.06400	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25376	Phil Whittington	2	Adult	Roosting	2009	12	21	Roosting in dead gum trees	Pair	South Africa	Eastern Cape	Kincardine	20m to the North	-31.03858	28.09967	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25377	Phil Whittington	1	Adult	Roosting	2009	12	21	Roosting in dead gum trees	Single	South Africa	Eastern Cape	Kincardine	50m to the SouthWest	-31.04042	28.09328	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25378	Phil Whittington	2	Adult	Feeding	2009	12	22		Pair	South Africa	Eastern Cape	Henderson	500m to the West	-31.00303	28.16444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25379	Phil Whittington	96	Adult	Feeding	2009	12	22		Flock (single species)	South Africa	Eastern Cape	Minnihaha	600m to the North	-31.00306	28.04914	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25380	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Unknown	100m to the SouthEast	-31.34311	27.92692	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25381	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Unknown	100m to the North	-31.32417	28.04961	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25382	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Unknown	200m to the South	-31.22444	28.15939	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25383	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Gatberg/S-bends	300m to the South	-31.21344	28.17136	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25384	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Unknown	900m to the South	-31.11358	28.33767	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25385	Tanya Smith	3	2 Adults, 1 Chick	Feeding	2010	3	1		Family group	South Africa	Eastern Cape	Unknown	1300m to the SouthWest	-31.11358	28.33767	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25386	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Pot Luck	100m to the North	-31.12731	28.36544	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25387	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Somerton	500m to the South	-31.13061	28.36514	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25388	Tanya Smith	2	Adult	Feeding	2010	3	1		Pair	South Africa	Eastern Cape	Somerton	1000m to the West	-31.13061	28.36514	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25389	Tanya Smith	32	Adult	Feeding	2010	3	1		Flock (single species)	South Africa	Eastern Cape	Somerton	700m to the West	-31.13061	28.36514	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25390	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	1		Family group	South Africa	Eastern Cape	Ntombasaninge	500m to the SouthWest	-31.14283	28.28758	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25391	Tanya Smith	2	Adult	Unknown	2010	3	1		Pair	South Africa	Eastern Cape	Ntombasaninge	150m to the South	-31.14369	28.29389	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25392	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	2		Family group	South Africa	Eastern Cape	Mountain Shadows		-31.21028	27.84028	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25393	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	2		Family group	South Africa	Eastern Cape	Unknown		-31.29578	27.82950	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25394	Tanya Smith	3	Adult	Feeding	2010	3	4		Flock (single species)	South Africa	Eastern Cape	Unknown	300m to the North	-31.26858	28.11967	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25395	Tanya Smith	2	Adult	Feeding	2010	3	10		Pair	South Africa	Eastern Cape	Unknown	50m to the East	-31.14283	27.89281	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25396	Tanya Smith	3	2 Adults, 1 Chick	Feeding	2010	3	10		Family group	South Africa	Eastern Cape	Broadford farm	400m to the NorthEast	-31.08181	27.84642	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25397	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	10		Family group	South Africa	Eastern Cape	Mountain Shadows	250m to the West	-31.21017	27.84164	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25398	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	10		Family group	South Africa	Eastern Cape	Elliot commonage	200m to the West	-31.29733	27.82967	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25399	Tanya Smith	1	Adult	Breeding	2010	3	10		Single	South Africa	Eastern Cape	Crossmaloof	150m to the North	-31.37658	27.76386	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25400	Tanya Smith	2	Adult	Unknown	2010	3	10		Pair	South Africa	Eastern Cape	Cremora	150m to the SouthWest	-31.37739	27.72875	WGS84	data custodian	Anthropoides paradiseus	Anthropoides	Blue Crane
	Endangered Wildlife Trust	HumanObservation	25401	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	10		Family group	South Africa	Eastern Cape	Sunnabahl	250m to the South	-31.37161	27.71242	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25402	Tanya Smith	3	2 Adults, 1 Juvenile	Feeding	2010	3	10		Family group	South Africa	Eastern Cape	Elliot	300m to the North	-31.34653	27.88661	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25403	Tanya Smith	2	Adult	Feeding	2010	3	10		Pair	South Africa	Eastern Cape	Elliot	150m to the NorthEast	-31.35228	27.91561	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25404	Tanya Smith	4	2 Adults, 2 Juveniles	Feeding	2010	3	16		Family group	South Africa	Eastern Cape	Sunnabahl	150m to the South	-31.37172	27.71153	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25405	Tanya Smith	2	Adult	Feeding	2010	3	16		Pair	South Africa	Eastern Cape	Unknown	200m to the SouthEast	-31.34750	27.82964	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25406	Tanya Smith	3	2 Adults, 1 Juvenile	Feeding	2010	3	16		Family group	South Africa	Eastern Cape	Unknown	150m to the NorthWest	-31.34783	27.89981	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25407	Tanya Smith	3	Adult	Flying	2010	3	16		Flock (single species)	South Africa	Eastern Cape	Elliot		-31.33172	27.84683	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25408	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	16		Family group	South Africa	Eastern Cape	Elliot commonage	200m to the West	-31.30194	27.82969	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25409	Tanya Smith	4	2 Adults, 2 Chicks	Feeding	2010	3	16		Family group	South Africa	Eastern Cape	Mountain Shadows	150m to the West	-31.21017	27.84164	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25410	Tanya Smith	3	2 Adults, 1 Juvenile	Feeding	2010	3	16		Family group	South Africa	Eastern Cape	Broadford farm	400m to the NorthEast	-31.08181	27.84642	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25411	Tanya Smith	2	Adult	Feeding	2010	3	16		Pair	South Africa	Eastern Cape	Unknown	100m to the North	-31.20139	27.84081	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25412	Tanya Smith	3	2 Adults, 1 Chick	Feeding	2010	3	16		Family group	South Africa	Eastern Cape	PG Bison nursery	250m to the North	-31.18644	28.11119	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25413	Tanya Smith	2	Adult	Feeding	2010	3	16		Pair	South Africa	Eastern Cape	PG Bison nursery	350m to the North	-31.18417	28.11972	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25414	Tanya Smith	3	2 Adults, 1 Chick	Feeding	2010	3	16	Small chick, approx 1 week	Family group	South Africa	Eastern Cape	Wildebeesthoek 2	50m to the North	-31.19414	28.16878	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25415	Tanya Smith	2	Adult	Flying	2010	3	16		Pair	South Africa	Eastern Cape	Unknown	100m to the SouthEast	-31.24800	28.15697	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25416	Tanya Smith	3	2 Adults, 1 Juvenile	Unknown	2010	3	16		Family group	South Africa	Eastern Cape	Unknown	100m to the East	-31.26678	28.16475	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25417	Tanya Smith	2	Adult	Feeding	2010	3	16		Pair	South Africa	Eastern Cape	Unknown	50m to the East	-31.27039	28.16444	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25418	Tanya Smith	2	Adult	Unknown	2010	3	16		Pair	South Africa	Eastern Cape	Gatberg	250m to the North	-31.24858	28.08572	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25419	Tanya Smith	2	Adult	Feeding	2010	3	16		Pair	South Africa	Eastern Cape	Gatberg	150m to the North	-31.26058	28.07606	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25420	Tanya Smith	61	Adult	Feeding	2010	3	16	Flock was too far and weather was too bad to ring combination.	Flock (single species)	South Africa	Eastern Cape	Gatberg	1000m to the SouthWest	-31.27856	28.07139	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25421	Tanya Smith	2	Adult	Feeding	2010	3	17		Pair	South Africa	Eastern Cape	Unknown	100m to the SouthWest	-31.37378	28.00700	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25422	Tanya Smith	2	Adult	Feeding	2010	3	17		Pair	South Africa	Eastern Cape	Unknown	500m to the NorthWest	-31.37697	27.96075	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25423	Tanya Smith	4	2 Adults, 2 Juveniles	Feeding	2010	3	19		Family group	South Africa	Eastern Cape	Unknown	500m to the SouthWest	-31.05422	28.28369	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25424	Tanya Smith	2	Adult	Feeding	2010	3	19		Pair	South Africa	Eastern Cape	Unknown	100m to the SouthWest	-31.13542	28.28167	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25425	Tanya Smith	2	Adult	Feeding	2010	3	19		Pair	South Africa	Eastern Cape	Unknown	50m to the South	-31.14281	28.29286	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25426	Tanya Smith	2	Adult	Feeding	2010	3	30		Pair	South Africa	Eastern Cape	Unknown	500m to the West	-31.25017	28.21953	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25427	Tanya Smith	14	Adult	Feeding	2010	3	30		Flock (single species)	South Africa	Eastern Cape	Mooilaagte	100m to the South	-31.25786	28.21589	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25428	Tanya Smith	2	Adult	Feeding	2010	3	30		Pair	South Africa	Eastern Cape	Sandhurst	300m to the SouthEast	-31.27156	28.21103	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
	Endangered Wildlife Trust	HumanObservation	25429	Tanya Smith	2	Adult	Unknown	2010	3	30	Two pairs 'fighting'	Pair	South Africa	Eastern Cape	Sandhurst	200m to the East	-31.28386	28.20794	WGS84	data custodian	Balearica regulorum	Balearica	Grey Crowned Crane
