id	ownerInstitutionCode	basisOfRecord	catalogNumber	recordedBy	individualCount	lifeStage	behavior	year	month	day	fieldNotes	eventRemarks	country	stateProvince	locality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	georeferenceVerificationStatus	scientificName	genus	vernacularName
	Endangered Wildlife Trust	HumanObservation	7757	Unknown	3	2 Adults, 1 Juvenile	Feeding	1996	1	1		Family group	South Africa	KwaZulu-Natal	Unknown		-2.919.028	3.057.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7759	Peter	3	2 Adults, 1 Juvenile	Flying	1996	1	4		Family group	South Africa	KwaZulu-Natal	Unknown		-2.922.361	3.018.472	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7760	Unknown	3	2 Adults, 1 Juvenile	Unknown	1991	9	10		Family group	South Africa	KwaZulu-Natal	Unknown		-2.967.222	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7761	Rod Dorning	50	Adult	Feeding	1997	12	25		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-3.013.750	2.925.139	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7762	Unknown	9	Adult	Feeding	1991	12	11		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.968.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7763	Unknown	9	Adult	Feeding	1994	12	11		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.968.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7764	Unknown	14	Adult	Feeding	1994	12	4		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.417	2.968.528	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7765	Unknown	14	Adult	Feeding	1991	12	4		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.417	2.976.861	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7766	Unknown	4	Adult	Feeding	1997	11	30		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.417	2.968.611	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7767	Unknown	16	Adult	Feeding	1991	11	10		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.968.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7768	Unknown	16	Adult	Feeding	1994	11	10		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.968.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7769	Unknown	32	Adult	Feeding	1991	11	9		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.968.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7770	Unknown	32	Adult	Feeding	1994	11	9		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.968.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7771	Unknown	32	Adult	Feeding	1994	11	8		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.583	2.968.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7772	Rob Butt	8	Adult	Feeding	1996	9	1		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.931.667	2.977.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7773	Unknown	5	Adult	Feeding	1991	9	13		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.167	2.992.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7774	Unknown	40	Adult	Feeding	1994	11	30		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.927.778	3.001.111	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7775	Unknown	7	Adult	Feeding	1991	11	8		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.969.583	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7776	Unknown	7	Adult	Feeding	1994	11	8		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.925.500	2.969.583	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7780	Charles	18	Adult	Unknown	1995	10	25		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.930.972	2.977.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7782	Unknown	2	Adult	Breeding	1997	6	20		Pair	South Africa	KwaZulu-Natal	Unknown		-2.926.667	3.047.083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7783	Unknown	2	Adult	Feeding	1997	9	18	Ploughed maize land - left chick in vlei	Pair	South Africa	KwaZulu-Natal	Unknown		-2.923.556	2.978.611	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7784	Unknown	2	Adult	Feeding	1996	11	4		Pair	South Africa	KwaZulu-Natal	Unknown		-2.931.667	3.002.222	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7785	Unknown	2	Adult	Feeding	1991	11	23		Pair	South Africa	KwaZulu-Natal	Unknown		-2.943.333	2.988.889	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7786	Unknown	2	Adult	Feeding	1997	11	4		Pair	South Africa	KwaZulu-Natal	Unknown		-2.931.806	2.977.361	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7787	Unknown	2	Adult	Feeding	1991	10	2		Pair	South Africa	KwaZulu-Natal	Unknown		-2.947.917	2.998.056	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7788	Unknown	2	Adult	Feeding	1994	6	1		Pair	South Africa	KwaZulu-Natal	Unknown		-2.918.194	2.976.528	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7790	Unknown	2	Adult	Flying	1996	8	7		Pair	South Africa	KwaZulu-Natal	Unknown		-2.926.389	2.968.833	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7792	Unknown	2	Adult	Feeding	1995	7	19	Off nest - chick hatched?		South Africa	KwaZulu-Natal	Unknown		-2.925.833	2.968.750	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7793	Unknown	1	Adult	Feeding	1996	4	11			South Africa	KwaZulu-Natal	Unknown		-2.931.667	3.002.222	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7797	Unknown	2	Adult	Flying	1996	8	7			South Africa	KwaZulu-Natal	Unknown		-2.968.833	2.926.389	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7800	Unknown	2	Adult	Feeding	1991	11	16	Bean field	Pair	South Africa	KwaZulu-Natal	Unknown		-2.935.222	3.027.056	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7801	Unknown	3	2 Adults, 1 Juvenile	Unknown	1997	8	6	Open water	Family group	South Africa	KwaZulu-Natal	Unknown		-2.937.222	3.025.417	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7802	Unknown	16	Adult	Feeding	1995	10	15	Ripped grass for timber	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.926.667	2.970.000	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7803	Unknown	16	Adult	Feeding	1995	11	6	Ripped grass for timber	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.926.806	2.970.000	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7804	Unknown	9	Adult	Feeding	1991	11	26	Open water	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.926.500	2.977.333	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7806	Unknown	2	Adult	Feeding	1997	6	5	Old agricultural - planted Eucalyptus	Pair	South Africa	KwaZulu-Natal	Unknown		-2.920.000	2.978.333	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7807	Unknown	2	Adult	Breeding	1991	8	15	"Breeding (2 eggs); River"		South Africa	KwaZulu-Natal	Unknown		-2.943.750	3.000.694	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7808	Unknown	2	Adult	Breeding	1995	4	25	Collected second egg		South Africa	KwaZulu-Natal	Unknown		-2.941.833	3.001.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7809	Unknown	2	Adult	Breeding	1995	5	3	Breeding		South Africa	KwaZulu-Natal	Unknown		-2.941.833	3.001.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7810	Unknown	1	Adult	Feeding	1995	4	6	Open water		South Africa	KwaZulu-Natal	Unknown		-2.941.750	3.001.500	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7811	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	22	New oats pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.389	2.994.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7812	Unknown	2	Adult	Feeding	1995	4	6	Ploughed planted field (coming thru)	Pair	South Africa	KwaZulu-Natal	Unknown		-2.944.333	2.998.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7813	Unknown	3	2 Adults, 1 Juvenile	Feeding	1996	10	16		Family group	South Africa	KwaZulu-Natal	Unknown		-2.922.639	2.976.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7814	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	7	6	Burnt grassland	Family group	South Africa	KwaZulu-Natal	Unknown		-2.966.944	3.091.667	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7815	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	2	22		Family group	South Africa	KwaZulu-Natal	Unknown		-2.932.667	3.000.250	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7816	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	11	6		Family group	South Africa	KwaZulu-Natal	Unknown		-2.924.722	3.018.611	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7817	Unknown	3	2 Adults, 1 Juvenile	Feeding	1997	5	13	"Just fledged; Rye grass"	Family group	South Africa	KwaZulu-Natal	Unknown		-2.945.694	2.993.611	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7818	Unknown	2	Adult	Feeding	1995	12	15	drained vlei - planted pasture - with 55 storks	Family group	South Africa	KwaZulu-Natal	Unknown		-2.932.222	3.000.417	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7819	M. LeSueur	3	2 Adults, 1 Juvenile	Feeding	1996	6	1		Family group	South Africa	KwaZulu-Natal	Unknown		-2.943.472	2.989.028	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7820	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	12	Rye grass pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.111	2.994.111	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7821	Unknown	3	2 Adults, 1 Juvenile	Feeding	1996	3	6		Family group	South Africa	KwaZulu-Natal	Unknown		-2.927.639	3.024.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7822	Unknown	3	2 Adults, 1 Juvenile	Feeding	1991	7	13	Rye	Family group	South Africa	KwaZulu-Natal	Unknown		-2.943.694	2.989.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7823	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	7	Rye grass pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.167	2.994.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7824	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	3	30	Rye grass land	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.333	2.994.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7825	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	17	Rye grass pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.333	2.994.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7826	Unknown	3	Adult	Feeding	1991	11	26		Family group	South Africa	KwaZulu-Natal	Unknown		-2.945.000	2.992.639	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7827	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	5	1	Rye grass pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.111	2.994.306	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7828	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	22	Rye grass pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.936.833	2.971.000	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7829	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	13	Rye grass pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.250	2.994.333	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7830	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	3	31	Rye grass Land	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.417	2.994.333	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7831	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	14	Rye grass pasture	Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.250	2.996.000	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7832	Unknown	3	2 Adults, 1 Juvenile	Feeding	1996	2	21		Family group	South Africa	KwaZulu-Natal	Unknown		-2.944.167	2.999.444	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	KwaZulu-Natal Crane Foundation	HumanObservation	7833	Lisa	3	2 Adults, 1 Juvenile	Feeding	1996	3	31		Family group	South Africa	KwaZulu-Natal	Unknown		-2.925.417	2.969.583	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7834	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	4	14		Family group	South Africa	KwaZulu-Natal	Unknown		-2.923.833	3.018.083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7835	Unknown	3	2 Adults, 1 Juvenile	Feeding	-9999	-9999	-9999		Family group	South Africa	Eastern Cape	Unknown		-3.089.111	2.763.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7836	Unknown	3	2 Adults, 1 Juvenile	Feeding	1996	10	8		Family group	South Africa	KwaZulu-Natal	Unknown		-2.941.389	2.994.861	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7838	Unknown	17	13 Adults, 4 Juveniles	Feeding	1994	6	25		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.639	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7839	Unknown	21	Adult	Feeding	1991	7	17	Non-br Flock	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.639	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7840	Unknown	21	Adult	Feeding	1994	7	17		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.639	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7841	Unknown	26	Adult	Feeding	1991	6	24	Non-br Flock	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.639	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7842	Unknown	26	Adult	Feeding	1994	6	24		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.639	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7843	Unknown	28	Adult	Feeding	1991	7	1	Non-br Flock	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.639	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7844	Unknown	28	Adult	Feeding	1994	7	1		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.639	2.991.944	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7845	Unknown	8	Adult	Feeding	1995	1	31		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.932.917	3.000.417	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7846	Unknown	8	Adult	Feeding	1991	1	31		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.932.917	3.002.083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7847	Unknown	21	Adult	Feeding	1991	7	13	Non-br Flock	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.500	2.992.083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7848	Unknown	21	Adult	Feeding	1994	7	13		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.936.500	2.992.083	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7849	Unknown	13	Adult	Feeding	1995	3	1		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.943.556	2.988.833	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7850	Unknown	7	Adult	Feeding	1995	3	1		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.943.333	2.989.028	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7851	Unknown	5	Adult	Feeding	1994	7	1		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.943.694	2.989.167	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7852	Unknown	5	Adult	Feeding	1991	7	1	Non-br Flock	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.943.694	2.995.833	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7853	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	6	16		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.930.139	3.002.639	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7854	Unknown	21	Adult	Feeding	1995	6	16		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.930.139	3.002.639	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7855	Unknown	3	2 Adults, 1 Juvenile	Feeding	1995	7	7	Grassland hay pasture (cut)	Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.929.861	3.002.639	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
	Endangered Wildlife Trust	HumanObservation	7856	Unknown	47	Adult	Feeding	1995	7	7		Flock (single species)	South Africa	KwaZulu-Natal	Unknown		-2.929.861	3.002.639	WGS84	data custodian	Bugeranus carunculatus	Bugeranus	Wattled Crane
